,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
382,20,2018,600000,69779,1,0,0,1,22.0,1197.0,81.8,5.0
383,11,2017,450000,56290,0,0,1,1,24.0,1186.0,73.97,5.0
384,3,2019,5400000,7500,0,0,0,1,16.78,1995.0,190.0,5.0
385,3,2019,5500000,8500,0,0,0,1,16.78,1995.0,190.0,5.0
386,10,2019,779000,7032,1,2,0,1,19.0,1199.0,88.76,5.0
387,26,2016,645000,11000,1,0,0,1,14.3,1598.0,103.5,5.0
388,30,2018,2475000,2000,0,0,0,1,16.8,1984.0,150.0,5.0
389,11,2010,150000,106000,1,1,1,3,20.36,1197.0,78.9,5.0
391,10,2009,500000,120000,1,1,0,2,11.1,2354.0,158.8,5.0
392,20,2015,480000,90000,0,1,1,1,26.59,1248.0,74.0,5.0
393,11,2014,535000,70000,0,1,1,3,22.32,1582.0,126.32,5.0
394,28,2005,250000,240000,0,1,1,3,12.8,2494.0,102.0,8.0
395,20,2012,300000,100000,0,1,1,2,21.5,1248.0,88.8,5.0
396,11,2009,340000,214000,1,1,1,2,13.9,1599.0,103.2,5.0
397,11,2009,340000,214000,0,1,1,2,16.8,1493.0,110.0,5.0
398,20,2016,240000,50000,1,1,1,1,22.74,796.0,47.3,5.0
399,10,2018,1085000,1000,1,1,0,1,18.0,1497.0,117.6,5.0
400,20,2017,750000,19000,0,1,0,1,28.4,1248.0,74.02,5.0
401,27,2012,95000,265000,0,1,1,2,17.0,1405.0,70.0,5.0
403,20,2014,215000,80000,1,1,1,2,23.95,998.0,67.05,5.0
404,19,2016,1290000,50000,0,1,0,1,16.0,2179.0,140.0,7.0
405,20,2010,150000,80000,1,1,1,1,20.92,998.0,67.1,5.0
406,11,2013,219000,50000,1,1,1,2,21.1,814.0,55.2,5.0
407,27,2018,325000,100000,1,1,1,1,23.84,1199.0,84.0,5.0
408,20,2013,260000,120000,1,1,1,2,15.1,1196.0,73.0,5.0
409,13,2017,2625000,9000,0,0,0,1,13.6,1999.0,177.0,5.0
410,17,2019,5150000,20000,1,0,0,1,22.37,2487.0,214.56,5.0
411,13,2017,3200000,45000,0,0,0,1,19.33,1999.0,177.0,5.0
412,27,2015,503000,110000,0,1,1,1,14.1,2179.0,147.94,7.0
413,30,2019,3800000,20000,0,1,0,1,18.0,1969.0,190.0,5.0
414,28,2016,2000000,68089,1,2,0,1,19.16,2494.0,157.7,5.0
415,20,2013,225000,58343,1,2,1,1,21.79,998.0,67.05,5.0
416,20,2018,740000,38817,0,0,1,1,27.39,1248.0,74.0,5.0
417,10,2016,550000,56494,1,2,1,1,18.2,1199.0,88.7,5.0
418,28,2013,750000,79328,0,2,1,2,12.99,2494.0,100.6,7.0
419,20,2019,650000,5621,1,2,0,1,22.0,1197.0,81.8,5.0
420,28,2017,625000,25538,1,2,1,1,16.78,1496.0,88.73,5.0
421,20,2018,600000,69779,1,0,0,1,22.0,1197.0,81.8,5.0
422,11,2017,450000,56290,0,0,1,1,24.0,1186.0,73.97,5.0
423,3,2019,5400000,7500,0,0,0,1,16.78,1995.0,190.0,5.0
424,3,2019,5500000,8500,0,0,0,1,16.78,1995.0,190.0,5.0
425,10,2019,779000,7032,1,2,0,1,19.0,1199.0,88.76,5.0
426,26,2016,645000,11000,1,0,0,1,14.3,1598.0,103.5,5.0
427,30,2018,2475000,2000,0,0,0,1,16.8,1984.0,150.0,5.0
428,10,2019,700000,40000,0,1,0,1,23.8,1498.0,78.9,5.0
429,11,2017,950000,45000,0,1,1,1,21.38,1396.0,88.7,5.0
430,20,2010,160000,80000,1,1,1,2,19.7,796.0,46.3,5.0
431,11,2015,409999,135000,0,1,1,2,24.4,1120.0,71.01,5.0
432,28,2015,840000,120000,0,1,1,2,12.99,2494.0,100.6,7.0
433,28,2013,450000,67000,0,1,1,1,23.59,1364.0,67.1,5.0
434,20,2017,900000,50000,0,1,1,1,28.4,1248.0,74.02,5.0
435,28,2008,570000,134000,0,1,1,2,12.8,2494.0,102.0,7.0
436,23,2011,254999,110000,0,1,1,2,23.08,1461.0,63.1,5.0
437,20,2009,130000,40000,1,1,1,1,16.1,796.0,37.0,4.0
438,20,2013,530000,120000,0,1,1,2,23.4,1248.0,74.0,5.0
439,29,2015,520000,110000,0,1,1,2,20.14,1498.0,88.8,5.0
440,19,2011,229999,170000,0,1,1,2,21.0,1461.0,64.1,5.0
441,20,2004,81000,80000,1,1,1,2,16.1,796.0,37.0,4.0
442,20,2016,600000,47000,0,1,1,1,25.2,1248.0,74.0,5.0
443,11,2015,409999,93000,1,1,1,1,19.1,1197.0,81.86,5.0
444,20,2010,120000,70000,1,1,1,2,16.1,796.0,37.0,4.0
445,20,2014,320000,50000,1,1,1,1,23.1,998.0,67.04,5.0
446,9,2015,292000,70000,0,1,1,1,20.0,1399.0,68.05,5.0
447,27,2012,390000,80000,0,1,1,1,13.93,2179.0,138.03,7.0
448,9,2016,550000,44000,1,1,1,1,18.16,1196.0,86.8,5.0
449,20,2014,385000,25000,1,1,1,1,23.1,998.0,67.04,5.0
450,11,2016,800000,25000,1,1,1,1,15.29,1591.0,121.3,5.0
451,20,2019,675000,10000,1,1,1,1,21.21,1197.0,81.8,5.0
452,27,2018,1525000,50000,0,1,1,1,17.6,2179.0,153.86,7.0
453,9,2018,950000,30000,0,1,1,1,23.0,1498.0,98.96,5.0
454,11,2015,610000,50000,0,1,1,2,21.19,1396.0,88.73,5.0
455,11,2012,525000,120000,0,1,1,1,22.54,1396.0,88.73,5.0
456,10,2019,700000,40000,0,1,0,1,23.8,1498.0,78.9,5.0
457,19,2015,375000,80000,0,1,1,1,15.96,2523.0,62.1,7.0
458,23,2015,580000,90000,0,1,1,1,20.45,1461.0,83.8,5.0
459,20,2015,434999,50000,1,1,1,2,20.4,1197.0,83.11,5.0
460,6,2020,350000,2136,1,1,1,1,22.5,999.0,67.0,5.0
461,28,2012,730000,250000,0,1,1,1,12.99,2494.0,100.0,7.0
462,11,2015,600000,35000,1,1,1,1,18.6,1197.0,81.83,5.0
463,28,2015,1050000,120000,0,1,1,1,12.99,2494.0,100.6,7.0
464,20,2017,735000,70000,0,1,1,1,27.39,1248.0,74.0,5.0
465,25,2018,1050000,18000,0,0,1,1,19.6,1461.0,108.45,5.0
466,4,2016,420000,110000,0,1,1,2,18.2,1248.0,73.74,7.0
467,20,2017,800000,60000,0,1,1,1,23.65,1248.0,88.5,5.0
468,28,2015,2000000,60000,0,1,0,1,12.55,2982.0,168.5,7.0
469,20,2016,600000,147000,0,1,1,2,26.59,1248.0,74.0,5.0
470,28,2015,1900000,130000,0,1,0,1,12.55,2982.0,168.5,7.0
471,4,2011,500000,99500,0,1,1,3,11.5,1991.0,147.9,7.0
472,27,2011,200000,110000,0,1,1,2,17.0,1405.0,71.0,5.0
473,23,2016,370000,35000,1,1,1,1,19.49,1198.0,67.04,5.0
474,11,2010,260000,110000,0,1,1,2,16.2,1493.0,110.0,5.0
475,19,2016,280000,100000,0,1,1,1,25.32,1198.0,77.0,6.0
476,20,2014,610000,21000,1,1,1,1,16.02,1373.0,93.7,7.0
477,9,2013,300000,60000,0,1,1,2,23.5,1498.0,90.0,5.0
478,27,2010,140000,40000,0,1,1,1,16.6,1405.0,70.0,5.0
479,11,2008,229999,50000,1,1,1,1,19.81,1086.0,68.05,5.0
480,20,2010,200000,65000,1,1,1,2,19.0,998.0,66.1,5.0
481,20,2011,200000,80000,1,1,1,1,18.9,998.0,67.1,5.0
482,11,2015,560000,119000,0,1,1,1,23.9,1582.0,126.2,5.0
483,20,2016,750000,80000,0,1,1,1,24.52,1248.0,88.5,7.0
484,20,2017,585000,90000,0,1,1,1,25.2,1248.0,74.0,5.0
485,11,2016,760000,20000,1,1,1,1,17.01,1591.0,121.4,5.0
486,20,2014,430000,80000,0,1,1,2,25.2,1248.0,74.0,5.0
487,19,2020,480000,44665,0,1,1,1,25.32,1198.0,77.0,6.0
488,15,2019,643000,10000,0,1,1,1,20.8,1493.0,113.4,5.0
489,11,2018,500000,60000,1,1,1,1,20.14,1197.0,81.86,5.0
490,10,2016,425000,22000,1,1,1,1,18.5,1198.0,86.8,5.0
491,20,2014,250000,25000,1,1,1,1,22.74,796.0,47.3,5.0
492,20,2016,285000,70000,0,1,1,1,27.62,793.0,47.0,5.0
493,20,2008,160000,123000,1,1,1,3,17.5,1298.0,85.8,5.0
494,29,2011,250000,70000,0,1,1,2,20.54,1598.0,103.6,5.0
495,4,2013,170000,70000,1,1,1,2,18.6,1199.0,79.4,5.0
496,28,2013,409999,45000,0,1,1,1,23.59,1364.0,67.06,5.0
497,11,2015,400000,40000,1,1,0,1,18.9,1197.0,82.0,5.0
498,20,2019,700000,30000,0,1,1,1,28.4,1248.0,74.02,5.0
499,10,2007,350000,90000,1,1,0,1,12.9,1799.0,130.0,5.0
500,20,2016,660000,34000,1,1,1,2,17.5,1373.0,91.1,7.0
501,20,2017,268000,25000,1,1,1,1,24.7,796.0,47.3,5.0
502,20,2016,270000,50000,1,1,1,1,22.74,796.0,47.3,5.0
503,4,2013,300000,50000,0,1,1,1,25.44,936.0,57.6,5.0
504,27,2017,450000,90000,1,1,1,1,23.84,1199.0,84.0,5.0
505,4,2012,220000,70000,0,1,1,2,25.44,936.0,57.6,5.0
506,27,2009,250000,146000,0,1,1,2,13.93,2179.0,138.0,7.0
507,9,2012,300000,85000,1,1,1,2,15.6,1196.0,70.0,5.0
508,27,2009,88000,201850,0,1,1,2,17.88,1396.0,52.8,5.0
509,20,2016,561000,30000,0,1,1,1,26.59,1248.0,74.0,5.0
510,20,2018,755000,15000,0,1,1,1,28.4,1248.0,74.02,5.0
511,6,2017,235000,25000,1,1,1,1,22.7,799.0,53.64,5.0
512,20,2011,165000,90000,1,1,1,1,20.92,998.0,67.1,5.0
513,20,2008,190000,80000,0,1,1,2,19.3,1248.0,73.9,5.0
514,27,2011,110000,50000,0,1,1,1,17.2,1396.0,53.5,5.0
515,19,2012,320000,80000,0,1,1,2,13.6,2523.0,63.0,8.0
517,11,2016,540000,38000,1,1,1,1,18.6,1197.0,81.83,5.0
518,11,2013,180000,60000,1,1,1,1,21.1,814.0,55.2,5.0
519,20,2016,270000,100000,1,1,1,3,15.37,1196.0,73.0,7.0
520,20,2012,450000,30000,1,1,1,1,17.5,1197.0,85.8,5.0
521,20,2014,450000,30000,1,1,1,1,19.1,1197.0,85.8,5.0
522,4,2015,200000,50000,1,1,1,1,18.6,1199.0,76.8,5.0
523,27,2017,425000,42000,1,1,1,1,23.84,1199.0,84.0,5.0
524,4,2016,400000,30000,1,1,1,1,18.2,1199.0,82.4,5.0
525,20,2009,125000,60000,1,1,1,3,19.7,796.0,46.3,5.0
526,14,2018,1600000,14000,0,1,1,1,17.1,1956.0,170.0,5.0
527,10,2015,900000,22000,1,1,1,1,17.4,1497.0,117.3,5.0
528,29,2012,450000,90000,0,1,1,1,20.54,1598.0,103.6,5.0
529,20,2011,210000,46000,1,1,1,1,20.92,998.0,67.1,5.0
530,11,2018,801000,20000,1,1,1,1,18.6,1197.0,81.83,5.0
531,27,2014,317000,15000,0,1,1,1,15.42,1405.0,70.0,7.0
532,20,2015,600000,40000,1,1,1,2,16.02,1373.0,93.7,7.0
533,11,2014,330000,30000,1,1,1,2,18.5,1197.0,82.85,5.0
534,11,2017,320000,15000,1,1,1,2,21.1,814.0,55.2,5.0
536,11,2007,120000,110000,1,1,1,2,15.3,1341.0,83.0,5.0
537,20,2009,130000,70000,1,1,1,2,19.7,796.0,46.3,5.0
538,4,2015,220000,80000,1,1,1,1,18.2,1199.0,82.4,5.0
540,27,2015,340000,110000,1,1,1,1,17.57,1193.0,88.7,5.0
541,9,2013,200000,70000,0,1,1,2,19.68,1399.0,67.0,5.0
542,20,2002,140000,50000,1,1,1,2,19.7,796.0,46.3,5.0
543,28,2013,1000000,190000,0,1,1,1,12.99,2494.0,100.6,8.0
544,19,2010,495000,100000,0,1,1,2,13.6,2523.0,63.0,7.0
545,20,2015,236000,60000,1,1,1,1,22.74,796.0,47.3,5.0
546,20,2015,390000,40000,1,1,1,1,20.51,998.0,67.04,5.0
547,20,2009,275000,90000,0,1,1,2,19.3,1248.0,73.9,5.0
548,27,2015,503000,110000,0,1,1,1,14.1,2179.0,147.94,7.0
549,20,2017,775000,32000,0,0,1,1,24.3,1248.0,88.5,5.0
550,28,2016,1800000,30000,0,1,0,1,11.36,2755.0,171.5,7.0
551,11,2016,850000,58000,0,1,1,1,19.67,1582.0,126.2,5.0
552,20,2018,750000,5000,0,1,1,1,24.3,1248.0,88.5,5.0
553,11,2018,570000,25000,1,1,1,1,18.6,1197.0,81.83,5.0
554,11,2018,580000,32000,1,1,1,1,18.9,1197.0,81.86,5.0
555,10,2016,484999,30000,1,1,1,1,18.7,1199.0,88.7,5.0
556,10,2017,700000,43000,1,0,1,1,15.4,1497.0,117.3,7.0
557,11,2012,415000,60000,1,0,1,1,17.7,1497.0,113.42,5.0
558,23,2015,325000,50000,1,1,0,1,19.34,1198.0,76.0,5.0
559,9,2018,550000,14200,1,1,1,1,18.16,1196.0,86.8,5.0
560,11,2017,300000,10000,1,1,1,1,21.1,814.0,55.2,5.0
561,6,2018,217000,25000,1,1,1,1,22.7,799.0,53.64,5.0
562,9,2018,700000,19100,1,1,1,1,19.0,1194.0,94.68,5.0
563,11,2019,466000,25000,1,1,0,4,20.3,1086.0,68.0,5.0
564,9,2014,484999,54000,0,0,1,1,23.0,1498.0,98.96,5.0
565,23,2018,670000,35000,0,1,1,1,22.71,1461.0,84.8,5.0
566,11,2018,500000,20000,1,1,1,2,18.9,1197.0,81.86,5.0
567,20,2016,675000,52000,0,1,1,1,23.65,1248.0,88.5,5.0
568,11,2011,220000,120000,0,1,1,2,23.0,1396.0,90.0,5.0
569,14,2017,1650000,50000,0,1,1,1,17.1,1956.0,170.0,5.0
570,20,2013,630000,120000,0,1,1,2,20.77,1248.0,88.8,7.0
571,27,2010,250000,90000,0,1,1,2,18.8,1248.0,90.0,5.0
572,20,2004,120000,120000,1,1,1,3,18.9,998.0,67.1,5.0
573,26,2015,300000,101500,0,1,1,2,21.14,1498.0,103.52,5.0
574,11,2013,525000,75000,0,1,0,1,22.32,1582.0,126.3,5.0
577,19,2016,1100000,100000,0,1,1,1,15.4,1997.0,120.0,7.0
578,25,2012,480000,55735,0,1,1,2,19.01,1461.0,108.45,5.0
579,19,2014,605000,80000,0,1,1,2,15.1,2179.0,140.0,7.0
580,20,2016,250000,50000,1,1,1,2,24.7,796.0,47.3,5.0
581,9,2013,245000,70000,0,1,1,2,20.0,1399.0,68.1,5.0
582,11,2012,210000,76000,1,1,1,4,20.36,1197.0,78.9,5.0
583,20,2020,730000,1500,1,1,1,1,21.21,1197.0,81.8,5.0
584,19,2012,500000,76000,0,1,1,1,15.96,2523.0,62.1,7.0
585,20,2015,400000,40000,1,1,1,1,20.51,998.0,67.04,5.0
586,11,2015,280000,60000,1,1,1,2,21.1,814.0,55.2,5.0
587,28,2009,561000,170000,0,1,1,3,12.8,2494.0,102.0,8.0
588,22,2013,950000,181491,0,0,1,1,13.5,2477.0,175.56,7.0
589,4,2016,375000,53319,0,0,1,1,25.44,936.0,56.3,5.0
590,29,2017,700000,40906,0,0,1,1,21.66,1498.0,108.62,5.0
591,28,2012,375000,31711,1,0,1,2,17.6,1496.0,88.7,5.0
592,11,2012,270000,43755,1,0,1,2,21.1,814.0,55.2,5.0
593,25,2016,300000,66693,1,0,1,1,25.17,799.0,53.3,5.0
594,20,2010,225000,59549,1,0,1,1,19.0,998.0,67.1,5.0
595,28,2015,1350000,94385,0,0,1,1,12.99,2494.0,100.6,8.0
596,20,2010,200000,73730,1,0,1,1,18.2,998.0,67.1,5.0
597,11,2011,400000,221889,0,0,1,1,22.32,1582.0,126.32,5.0
598,10,2013,500000,116104,0,0,1,1,25.8,1498.0,98.6,5.0
599,20,2015,500000,150546,1,0,1,1,22.0,1197.0,81.8,5.0
600,28,2013,1500000,148120,0,0,1,1,14.24,2755.0,174.5,7.0
601,9,2015,555000,20000,1,1,1,2,15.8,1499.0,110.0,5.0
602,11,2018,580000,30000,1,1,0,1,18.9,1197.0,81.86,5.0
603,27,2011,337000,142000,0,1,1,3,13.7,2179.0,138.1,7.0
604,27,2011,175000,20000,0,1,1,1,12.2,1948.0,68.0,10.0
605,27,2009,180000,120000,0,1,1,2,18.8,1248.0,90.0,5.0
606,11,2011,200000,80000,1,1,1,1,19.81,1086.0,68.05,5.0
607,27,2016,260000,60000,0,1,1,1,19.09,1405.0,69.01,5.0
608,25,2016,350000,25000,1,1,1,1,23.01,999.0,67.0,5.0
609,19,2011,409999,50000,0,1,1,2,13.6,2523.0,63.0,7.0
610,19,2017,655000,126000,0,1,1,1,18.49,1493.0,100.0,7.0
611,20,2015,370000,170000,0,1,1,1,26.59,1248.0,74.0,5.0
612,20,2013,200000,24000,1,1,1,1,22.74,796.0,47.3,5.0
613,20,2017,800000,100000,0,1,1,2,24.52,1248.0,88.5,7.0
614,27,2019,550000,10000,1,1,1,1,24.0,1199.0,83.81,5.0
615,9,2012,300000,70000,0,1,1,2,20.0,1399.0,68.0,5.0
616,20,2017,220000,40000,1,1,1,1,16.8,796.0,34.2,8.0
617,20,2011,196000,110000,1,1,1,1,18.9,998.0,67.1,5.0
618,11,2008,135000,80000,1,1,1,2,19.81,1086.0,68.05,5.0
619,27,2015,299000,16500,1,1,1,1,17.57,1193.0,88.7,5.0
620,20,2017,300000,30000,1,1,1,1,23.95,998.0,67.05,5.0
621,20,2017,720000,80000,0,1,1,1,24.52,1248.0,88.5,7.0
622,27,2016,650000,50000,0,1,1,3,14.1,2179.0,147.94,7.0
623,20,2016,300000,25000,1,1,1,1,23.95,998.0,67.05,5.0
624,11,2019,750000,20000,0,1,1,1,24.0,1186.0,73.97,5.0
625,25,2016,260000,60000,1,1,1,1,25.17,799.0,53.3,5.0
626,20,2011,300000,70000,0,1,1,2,22.9,1248.0,74.0,5.0
627,19,2014,600000,50000,0,1,1,2,15.96,2523.0,62.1,7.0
628,10,2004,275000,100000,1,1,0,2,9.0,2997.0,218.0,5.0
629,20,2015,250000,52000,1,1,1,1,23.95,998.0,67.05,5.0
630,20,2014,420000,80000,0,1,1,1,23.4,1248.0,74.0,5.0
631,11,2015,235000,50000,1,1,1,1,21.1,814.0,55.2,5.0
632,19,2016,1100000,60000,0,1,1,1,15.4,2179.0,120.0,7.0
633,20,2019,360000,25000,1,1,1,1,23.95,998.0,67.05,5.0
634,11,2014,380000,50000,0,1,1,2,24.0,1120.0,70.0,5.0
635,9,2016,650000,125000,0,1,1,1,22.77,1498.0,98.59,5.0
636,20,2016,350000,80000,1,1,1,1,20.51,998.0,67.04,5.0
637,19,2017,700000,70000,0,1,1,1,15.96,2523.0,63.0,9.0
638,11,2010,270000,90000,0,1,1,3,23.0,1396.0,90.0,5.0
639,27,2017,450000,50000,0,1,1,1,22.95,1248.0,74.0,5.0
640,19,2016,630000,101000,0,1,1,1,16.55,2498.0,105.0,6.0
641,19,2010,229999,168000,0,1,1,1,14.0,2498.0,112.0,7.0
642,19,2010,229999,168000,0,1,1,1,14.0,2498.0,112.0,7.0
643,20,2011,270000,40000,1,1,1,1,18.9,998.0,67.1,5.0
644,27,2009,135000,28900,1,1,1,2,0.0,1172.0,65.0,5.0
645,20,2012,275000,20000,1,1,1,1,18.9,998.0,67.1,5.0
646,13,2017,2625000,9000,0,0,0,1,13.6,1999.0,177.0,5.0
647,17,2019,5150000,20000,1,0,0,1,22.37,2487.0,214.56,5.0
648,13,2017,3200000,45000,0,0,0,1,19.33,1999.0,177.0,5.0
649,27,2015,503000,110000,0,1,1,1,14.1,2179.0,147.94,7.0
650,30,2019,3800000,20000,0,1,0,1,18.0,1969.0,190.0,5.0
651,28,2016,2000000,68089,1,2,0,1,19.16,2494.0,157.7,5.0
652,20,2013,225000,58343,1,2,1,1,21.79,998.0,67.05,5.0
653,20,2018,740000,38817,0,0,1,1,27.39,1248.0,74.0,5.0
654,10,2016,550000,56494,1,2,1,1,18.2,1199.0,88.7,5.0
655,28,2013,750000,79328,0,2,1,2,12.99,2494.0,100.6,7.0
656,20,2019,650000,5621,1,2,0,1,22.0,1197.0,81.8,5.0
657,28,2017,625000,25538,1,2,1,1,16.78,1496.0,88.73,5.0
658,20,2018,600000,69779,1,0,0,1,22.0,1197.0,81.8,5.0
659,11,2017,450000,56290,0,0,1,1,24.0,1186.0,73.97,5.0
660,3,2019,5400000,7500,0,0,0,1,16.78,1995.0,190.0,5.0
661,3,2019,5500000,8500,0,0,0,1,16.78,1995.0,190.0,5.0
662,10,2019,779000,7032,1,2,0,1,19.0,1199.0,88.76,5.0
663,26,2016,645000,11000,1,0,0,1,14.3,1598.0,103.5,5.0
664,30,2018,2475000,2000,0,0,0,1,16.8,1984.0,150.0,5.0
665,19,2015,634000,165000,0,1,1,1,18.49,1493.0,100.0,7.0
666,20,2012,235000,98500,1,1,1,2,19.0,998.0,66.1,5.0
667,11,2008,275000,98000,1,1,1,3,20.36,1197.0,78.9,5.0
668,19,2014,700000,40000,0,1,1,2,16.55,2498.0,105.0,6.0
669,7,2013,400000,90000,0,1,1,1,20.3,1248.0,92.0,5.0
670,20,2012,215000,90000,1,1,1,3,19.7,796.0,46.3,5.0
671,11,2009,150000,110000,0,1,1,2,17.1,1493.0,110.0,5.0
672,20,2018,950000,77800,0,1,1,1,25.1,1248.0,88.5,5.0
673,19,2015,730000,100000,0,1,1,1,18.49,1493.0,100.0,7.0
674,27,2012,135000,120000,0,1,1,2,19.0,1405.0,71.0,5.0
675,11,2016,350000,80000,1,1,1,2,19.1,1197.0,82.0,5.0
676,19,2018,535000,21000,1,1,1,2,18.15,1198.0,82.0,6.0
677,20,2018,455000,100000,1,1,1,2,19.0,1197.0,85.8,5.0
678,20,2019,655000,25000,1,1,1,1,21.21,1197.0,81.8,5.0
679,9,2019,800000,30000,0,1,1,3,23.0,1498.0,98.96,5.0
680,28,2018,1100000,25000,1,1,0,1,17.8,1496.0,105.5,5.0
681,21,2016,3000000,40000,0,1,0,1,13.0,2143.0,204.0,5.0
682,28,2012,1225000,160000,0,1,0,1,11.5,2982.0,169.0,7.0
683,19,2018,340000,51492,1,1,1,1,18.15,1198.0,82.0,6.0
684,29,2011,300000,72000,0,1,1,2,20.54,1598.0,103.6,5.0
685,9,2016,370000,60000,1,1,1,1,18.16,1196.0,86.8,5.0
686,19,2013,330000,136000,0,1,1,2,15.96,2523.0,62.1,7.0
687,11,2014,238000,60000,1,1,1,1,17.92,1086.0,62.1,5.0
689,11,2013,200000,90000,1,1,1,1,17.92,1086.0,62.1,5.0
690,23,2014,320000,91000,0,1,1,4,22.71,1461.0,84.8,5.0
691,11,2009,114999,90000,1,1,1,4,17.92,1086.0,62.1,5.0
692,20,2015,320000,50000,1,1,1,2,20.51,998.0,67.04,5.0
693,11,2010,210000,20000,1,1,1,1,19.81,1086.0,68.05,5.0
694,19,2011,200000,120000,0,1,1,1,14.0,2489.0,95.0,8.0
695,20,2009,135000,150000,1,1,1,2,18.9,1061.0,67.0,5.0
696,27,2015,350000,52000,0,1,1,1,19.09,1405.0,69.01,5.0
697,19,2014,350000,167000,0,1,1,2,13.6,2523.0,63.0,8.0
698,20,2017,680000,40000,0,1,1,1,28.4,1248.0,74.02,5.0
699,20,2010,200000,190000,0,1,1,2,17.8,1248.0,75.0,5.0
700,25,2016,300000,50000,1,1,1,1,23.01,999.0,67.0,5.0
701,19,2011,270000,70000,0,1,1,2,14.0,2498.0,112.0,7.0
702,20,2012,225000,80000,1,1,1,2,18.9,998.0,67.1,5.0
703,19,2008,250000,120000,0,1,1,1,13.6,2523.0,63.0,8.0
704,19,2015,590000,40000,0,1,1,2,18.49,1493.0,100.0,7.0
705,11,2015,290000,17000,1,1,1,1,21.1,814.0,55.2,5.0
706,20,2010,100000,180000,1,1,1,2,19.0,998.0,67.1,5.0
707,20,2016,395000,50000,1,1,1,1,23.1,998.0,67.04,5.0
708,11,2014,195000,65000,1,1,1,2,21.1,814.0,55.2,5.0
709,27,2011,45000,10000,1,1,1,3,26.0,624.0,35.0,4.0
710,19,2009,270000,70000,0,1,1,2,13.6,2523.0,63.0,8.0
711,4,2014,600000,90000,0,1,1,2,13.58,2499.0,72.4,9.0
712,11,2015,715000,50000,0,1,1,1,22.54,1396.0,88.73,5.0
713,11,2019,600000,10000,1,1,1,1,18.6,1197.0,81.86,5.0
714,19,2019,875000,25000,0,1,1,1,18.49,1493.0,100.0,7.0
715,19,2011,420000,100000,0,1,1,2,13.5,2179.0,115.0,5.0
716,10,2007,325000,70000,1,1,0,2,10.1,2354.0,152.0,5.0
717,6,2017,385000,30000,1,1,1,1,20.63,1198.0,67.06,5.0
718,19,2016,300000,40000,1,1,1,1,18.15,1198.0,82.0,6.0
719,11,2012,335000,135000,0,1,1,1,21.9,1396.0,88.76,5.0
720,20,2014,300000,35000,1,1,1,1,23.1,998.0,67.04,5.0
721,11,2004,80000,120000,1,1,1,2,13.2,1495.0,94.0,5.0
722,19,2012,400000,120000,0,1,1,1,15.96,2523.0,62.1,7.0
723,27,2012,168000,190000,0,1,1,2,19.09,1396.0,69.0,5.0
724,19,2016,550000,120000,0,1,1,1,15.96,2523.0,62.1,9.0
726,19,2011,320000,175000,0,1,1,3,13.6,2523.0,63.0,7.0
727,19,2011,320000,175000,0,1,1,3,15.96,2523.0,63.0,9.0
728,23,2011,350000,25000,1,1,1,2,16.95,1498.0,97.7,5.0
729,27,2013,280000,80000,0,1,1,1,21.02,1248.0,88.76,5.0
730,11,2017,550000,70000,0,1,1,2,24.4,1120.0,71.0,5.0
731,11,2018,500000,10000,1,1,1,1,20.14,1197.0,81.86,5.0
732,9,2019,700000,6000,1,1,1,1,19.0,1194.0,94.68,5.0
733,26,2013,380000,90000,0,1,1,2,20.5,1598.0,103.5,5.0
734,19,2012,340000,110000,0,1,1,2,15.96,2523.0,63.0,9.0
735,19,2007,160000,120000,0,1,1,3,13.6,2523.0,63.0,9.0
736,28,2014,750000,50000,0,1,1,1,12.99,2494.0,100.6,7.0
737,11,2018,531000,20000,1,1,0,1,18.9,1197.0,81.86,5.0
738,25,2017,300000,35000,1,1,1,1,23.01,999.0,67.0,5.0
739,29,2014,350000,60000,0,1,1,2,20.14,1498.0,88.8,5.0
740,4,2010,150000,68000,1,1,1,4,18.6,1199.0,79.4,5.0
741,20,2015,450000,30000,1,1,1,1,20.4,1197.0,81.8,5.0
742,19,2017,1625000,54000,0,1,1,1,16.0,2179.0,140.0,7.0
745,27,2006,85000,120000,0,1,1,3,16.8,1405.0,68.0,5.0
746,11,2018,450000,30000,1,1,1,1,18.9,1197.0,81.86,5.0
748,27,2017,360000,50000,0,1,1,1,27.28,1047.0,69.0,5.0
749,20,2020,390000,6000,1,1,1,1,23.95,998.0,67.05,5.0
750,20,2011,145000,50000,1,1,1,2,15.37,1196.0,73.0,7.0
751,19,2012,540000,90000,0,1,1,3,12.05,2179.0,120.0,8.0
752,28,2008,290000,126000,0,1,1,3,12.8,2494.0,102.0,8.0
753,27,2013,300000,90000,0,1,1,1,25.0,1396.0,69.0,5.0
754,9,2017,565000,80000,1,1,1,1,18.16,1196.0,86.8,5.0
755,19,2011,441000,70000,0,1,1,2,10.5,2609.0,120.0,7.0
757,11,2011,180000,80000,1,1,1,2,21.1,814.0,55.2,5.0
758,11,2013,200000,80000,1,1,1,2,21.1,814.0,55.2,5.0
759,20,2005,85000,150000,1,1,1,2,19.7,796.0,46.3,5.0
760,27,2006,67500,110000,0,1,1,4,17.88,1396.0,52.8,5.0
761,20,2016,700000,110000,0,1,1,2,24.3,1248.0,88.5,5.0
762,29,2010,275000,80000,0,1,1,4,22.07,1199.0,73.9,5.0
